ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike,Categorized Age,Categorized Income
11886,Married,Female,60000,3,Bachelors,Professional,Yes,1,0-1 Miles,North America,48,Yes,Middle Age,Average Income
24324,Single,Female,60000,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Yes,Middle Age,Average Income
22220,Married,Male,60000,2,High School,Professional,No,2,1-2 Miles,North America,49,Yes,Middle Age,Average Income
26625,Single,Female,60000,0,Graduate Degree,Professional,Yes,1,2-5 Miles,North America,38,Yes,Middle Age,Average Income
23027,Single,Male,130000,1,Bachelors,Management,No,4,0-1 Miles,North America,44,No,Middle Age,High Income
16867,Single,Female,130000,1,Bachelors,Management,No,3,0-1 Miles,North America,45,Yes,Middle Age,High Income
14514,Single,Female,30000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,26,No,Young Age,Low Income
19634,Married,Male,40000,0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,No,Young Age,Low Income
18504,Married,Male,70000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,49,No,Middle Age,Average Income
28799,Single,Female,40000,2,Partial College,Clerical,No,1,1-2 Miles,North America,47,Yes,Middle Age,Low Income
11225,Married,Female,60000,2,Partial College,Professional,Yes,1,10+ Miles,North America,55,No,Middle Age,Average Income
17657,Married,Male,40000,4,Partial College,Clerical,No,0,0-1 Miles,North America,30,No,Young Age,Low Income
14913,Married,Female,40000,1,Partial College,Clerical,Yes,1,1-2 Miles,North America,48,Yes,Middle Age,Low Income
14077,Single,Male,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,No,Young Age,Low Income
13296,Married,Male,110000,1,Bachelors,Management,Yes,3,5-10 Miles,North America,45,No,Middle Age,High Income
20535,Married,Female,70000,4,Partial College,Professional,Yes,1,10+ Miles,North America,56,No,Middle Age,Average Income
12452,Married,Male,60000,4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,Yes,Middle Age,Average Income
28043,Married,Female,60000,2,Bachelors,Management,Yes,0,10+ Miles,North America,56,No,Middle Age,Average Income
12957,Single,Female,70000,1,Bachelors,Professional,No,1,0-1 Miles,North America,44,No,Middle Age,Average Income
15412,Married,Male,130000,2,Graduate Degree,Management,Yes,3,2-5 Miles,North America,69,No,Old Age,High Income
20514,Married,Female,70000,2,Partial College,Professional,Yes,1,2-5 Miles,North America,59,No,Middle Age,Average Income
20758,Married,Male,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,50,No,Middle Age,Low Income
11801,Married,Male,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,No,Middle Age,Average Income
22211,Married,Male,60000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,32,No,Young Age,Average Income
28087,Single,Female,40000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,27,No,Young Age,Low Income
23668,Married,Female,40000,4,High School,Professional,Yes,2,5-10 Miles,North America,59,Yes,Middle Age,Low Income
27441,Married,Male,60000,3,High School,Professional,No,2,2-5 Miles,North America,53,No,Middle Age,Average Income
27261,Married,Male,40000,1,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,36,Yes,Middle Age,Low Income
18649,Single,Male,30000,1,High School,Clerical,Yes,2,1-2 Miles,North America,51,Yes,Middle Age,Low Income
21714,Single,Female,80000,5,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,No,Middle Age,Average Income
23217,Single,Female,60000,3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,Yes,Middle Age,Average Income
23797,Single,Male,20000,3,Partial High School,Clerical,No,2,0-1 Miles,North America,50,No,Middle Age,Low Income
13216,Married,Female,60000,5,Bachelors,Management,Yes,3,10+ Miles,North America,59,No,Middle Age,Average Income
20657,Single,Male,50000,2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,37,Yes,Middle Age,Low Income
12882,Married,Male,50000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,Yes,Young Age,Low Income
25908,Married,Female,60000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,27,No,Young Age,Average Income
16753,Single,Female,70000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,34,Yes,Young Age,Average Income
14608,Married,Male,50000,4,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,42,No,Middle Age,Low Income
24979,Married,Female,60000,2,Partial College,Professional,Yes,2,2-5 Miles,North America,57,Yes,Middle Age,Average Income
13313,Married,Female,120000,1,High School,Professional,No,4,2-5 Miles,North America,45,No,Middle Age,High Income
18952,Married,Female,100000,4,Bachelors,Management,Yes,4,0-1 Miles,North America,40,No,Middle Age,Average Income
17699,Married,Male,60000,1,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,52,No,Middle Age,Average Income
14657,Married,Male,80000,1,Partial College,Skilled Manual,No,1,0-1 Miles,North America,47,Yes,Middle Age,Average Income
11540,Single,Male,60000,4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,Yes,Middle Age,Average Income
11783,Married,Female,60000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,34,No,Young Age,Average Income
14602,Married,Female,80000,3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,36,Yes,Middle Age,Average Income
29030,Married,Male,70000,2,Partial High School,Skilled Manual,Yes,2,10+ Miles,North America,54,No,Middle Age,Average Income
26490,Single,Male,70000,2,Bachelors,Management,No,1,2-5 Miles,North America,59,Yes,Middle Age,Average Income
13151,Single,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,No,Young Age,Low Income
17260,Married,Male,90000,5,Partial College,Professional,Yes,3,0-1 Miles,North America,41,No,Middle Age,Average Income
15372,Married,Male,80000,3,Partial College,Professional,No,2,2-5 Miles,North America,50,Yes,Middle Age,Average Income
18105,Married,Female,60000,2,Partial College,Professional,Yes,1,10+ Miles,North America,55,No,Middle Age,Average Income
19660,Married,Male,80000,4,Bachelors,Management,Yes,0,0-1 Miles,North America,43,No,Middle Age,Average Income
16112,Single,Male,70000,4,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,Yes,Middle Age,Average Income
20698,Married,Male,60000,4,Bachelors,Skilled Manual,Yes,3,5-10 Miles,North America,42,No,Middle Age,Average Income
20076,Single,Female,10000,2,High School,Manual,Yes,2,1-2 Miles,North America,53,Yes,Middle Age,Low Income
24496,Single,Female,40000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,28,Yes,Young Age,Low Income
15468,Married,Female,50000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,North America,35,No,Young Age,Low Income
28031,Single,Female,70000,2,Bachelors,Management,No,1,2-5 Miles,North America,59,Yes,Middle Age,Average Income
26270,Single,Female,20000,2,Partial High School,Clerical,Yes,2,1-2 Miles,North America,49,No,Middle Age,Low Income
22221,Married,Male,60000,2,High School,Professional,No,2,1-2 Miles,North America,48,Yes,Middle Age,Average Income
28228,Single,Female,80000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,50,No,Middle Age,Average Income
18363,Married,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,Yes,Young Age,Low Income
23256,Single,Male,30000,1,High School,Clerical,No,1,5-10 Miles,North America,52,No,Middle Age,Low Income
12768,Married,Male,30000,1,High School,Clerical,Yes,1,2-5 Miles,North America,52,Yes,Middle Age,Low Income
20361,Married,Male,50000,2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,69,No,Old Age,Low Income
21306,Single,Male,60000,2,High School,Professional,Yes,2,5-10 Miles,North America,51,No,Middle Age,Average Income
13382,Married,Male,70000,5,Partial College,Professional,Yes,2,1-2 Miles,North America,57,Yes,Middle Age,Average Income
20310,Single,Male,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Yes,Young Age,Average Income
22971,Single,Female,30000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,25,Yes,Young Age,Low Income
15287,Single,Female,50000,1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Yes,Young Age,Low Income
15532,Single,Male,60000,4,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,Yes,Middle Age,Average Income
11255,Married,Male,70000,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,73,No,Old Age,Average Income
28090,Married,Male,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,No,Young Age,Low Income
15255,Married,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,Yes,Young Age,Low Income
13154,Married,Male,40000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,27,Yes,Young Age,Low Income
26778,Single,Female,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,No,Young Age,Low Income
23248,Married,Female,10000,2,High School,Manual,Yes,2,1-2 Miles,North America,53,No,Middle Age,Low Income
21417,Single,Female,60000,0,Partial College,Professional,No,2,1-2 Miles,North America,32,Yes,Young Age,Average Income
17668,Single,Male,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,50,Yes,Middle Age,Low Income
27994,Married,Female,40000,4,High School,Professional,Yes,2,5-10 Miles,North America,69,No,Old Age,Low Income
20376,Single,Female,70000,3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,52,Yes,Middle Age,Average Income
25954,Married,Male,60000,0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,31,No,Young Age,Average Income
15749,Single,Female,70000,4,Bachelors,Management,Yes,2,10+ Miles,North America,61,No,Old Age,Average Income
25899,Married,Female,70000,2,High School,Professional,Yes,2,10+ Miles,North America,53,No,Middle Age,Average Income
13351,Single,Female,70000,4,Bachelors,Management,Yes,2,1-2 Miles,North America,62,Yes,Old Age,Average Income
23333,Married,Male,40000,0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,30,No,Young Age,Low Income
21660,Married,Female,60000,3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,Yes,Middle Age,Average Income
17012,Married,Female,60000,3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,42,Yes,Middle Age,Average Income
24514,Married,Male,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,30,No,Young Age,Low Income
27505,Single,Female,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,No,Young Age,Low Income
29243,Single,Male,110000,1,Bachelors,Management,Yes,1,5-10 Miles,North America,43,No,Middle Age,High Income
26582,Married,Male,60000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,33,Yes,Young Age,Average Income
14271,Married,Male,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,32,No,Young Age,Low Income
23041,Single,Female,70000,4,High School,Professional,Yes,0,5-10 Miles,North America,50,Yes,Middle Age,Average Income
29048,Single,Male,110000,2,Bachelors,Management,No,3,0-1 Miles,North America,37,Yes,Middle Age,High Income
24433,Married,Male,70000,3,High School,Professional,No,1,1-2 Miles,North America,52,Yes,Middle Age,Average Income
15501,Married,Male,70000,4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Yes,Middle Age,Average Income
13911,Single,Female,80000,3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Yes,Middle Age,Average Income
20421,Single,Female,40000,0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,26,No,Young Age,Low Income
16009,Single,Male,170000,1,Graduate Degree,Management,No,4,0-1 Miles,North America,66,No,Old Age,High Income
18411,Married,Male,60000,2,High School,Professional,No,2,5-10 Miles,North America,51,No,Middle Age,Average Income
19163,Married,Female,70000,4,Bachelors,Professional,Yes,2,0-1 Miles,North America,43,Yes,Middle Age,Average Income
18572,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,39,No,Middle Age,Average Income
27540,Single,Female,70000,0,Bachelors,Professional,No,1,0-1 Miles,North America,37,Yes,Middle Age,Average Income
19889,Single,Female,70000,2,Partial High School,Skilled Manual,No,2,2-5 Miles,North America,54,Yes,Middle Age,Average Income
12922,Single,Female,60000,3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,40,Yes,Middle Age,Average Income
18891,Married,Female,40000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,28,No,Young Age,Low Income
16773,Married,Male,60000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,No,Young Age,Average Income
19143,Single,Female,80000,3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Yes,Middle Age,Average Income
23882,Single,Female,80000,3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Yes,Middle Age,Average Income
11233,Married,Male,70000,4,Partial College,Professional,Yes,2,10+ Miles,North America,53,No,Middle Age,Average Income
12056,Married,Male,120000,2,Graduate Degree,Management,Yes,3,5-10 Miles,North America,64,No,Old Age,High Income
15555,Married,Female,60000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,Yes,Middle Age,Average Income
18423,Single,Male,80000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,52,No,Middle Age,Average Income
22743,Married,Female,40000,5,High School,Professional,Yes,2,10+ Miles,North America,60,No,Middle Age,Low Income
25343,Single,Female,20000,3,Partial High School,Clerical,Yes,2,1-2 Miles,North America,50,No,Middle Age,Low Income
13390,Married,Female,70000,4,Partial College,Professional,No,1,1-2 Miles,North America,56,No,Middle Age,Average Income
17482,Single,Female,40000,0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,29,No,Young Age,Low Income
13176,Single,Male,130000,0,Graduate Degree,Management,No,2,0-1 Miles,North America,38,Yes,Middle Age,High Income
20504,Married,Female,40000,5,High School,Professional,No,2,2-5 Miles,North America,60,No,Middle Age,Low Income
12205,Single,Female,130000,2,Bachelors,Management,No,4,0-1 Miles,North America,67,No,Old Age,High Income
16751,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,32,Yes,Young Age,Average Income
21613,Single,Male,50000,2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,39,Yes,Middle Age,Low Income
24801,Single,Male,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Yes,Young Age,Average Income
17519,Married,Female,60000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,32,No,Young Age,Average Income
18347,Single,Female,30000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,31,No,Young Age,Low Income
29052,Single,Male,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,No,Young Age,Low Income
11745,Married,Female,60000,1,Bachelors,Professional,Yes,1,0-1 Miles,North America,47,Yes,Middle Age,Average Income
19147,Married,Male,40000,0,Bachelors,Professional,No,1,0-1 Miles,North America,42,No,Middle Age,Low Income
19217,Married,Male,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,49,No,Middle Age,Low Income
15839,Single,Male,30000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,32,No,Young Age,Low Income
13714,Married,Female,20000,2,High School,Manual,No,2,1-2 Miles,North America,53,Yes,Middle Age,Low Income
22330,Married,Male,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,32,Yes,Young Age,Low Income
18783,Single,Male,80000,0,Bachelors,Management,No,1,0-1 Miles,North America,38,Yes,Middle Age,Average Income
25041,Single,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,No,Young Age,Low Income
22046,Single,Female,80000,0,Bachelors,Management,No,1,0-1 Miles,North America,38,Yes,Middle Age,Average Income
28052,Married,Male,60000,2,High School,Professional,Yes,2,10+ Miles,North America,55,No,Middle Age,Average Income
26693,Married,Male,70000,3,Partial College,Professional,Yes,1,5-10 Miles,North America,49,No,Middle Age,Average Income
24955,Single,Male,30000,5,Partial High School,Skilled Manual,Yes,3,10+ Miles,North America,60,Yes,Middle Age,Low Income
26065,Single,Female,110000,3,Bachelors,Management,No,4,1-2 Miles,North America,42,No,Middle Age,High Income
13942,Married,Male,60000,1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,46,No,Middle Age,Average Income
11219,Married,Male,60000,2,High School,Professional,Yes,2,10+ Miles,North America,55,No,Middle Age,Average Income
22118,Single,Female,70000,3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Yes,Middle Age,Average Income
23197,Married,Male,50000,3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,40,No,Middle Age,Low Income
14883,Married,Female,30000,1,Bachelors,Skilled Manual,Yes,1,5-10 Miles,North America,53,Yes,Middle Age,Low Income
27279,Single,Female,70000,2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,38,Yes,Middle Age,Average Income
18322,Single,Male,30000,0,Partial High School,Clerical,No,2,0-1 Miles,North America,26,No,Young Age,Low Income
15879,Married,Male,70000,5,Bachelors,Management,Yes,2,2-5 Miles,North America,61,No,Old Age,Average Income
28278,Married,Male,50000,2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,71,No,Old Age,Low Income
24416,Married,Male,90000,4,High School,Professional,Yes,2,1-2 Miles,North America,45,No,Middle Age,Average Income
28066,Married,Male,80000,2,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Yes,Middle Age,Average Income
11275,Married,Female,80000,4,Graduate Degree,Management,Yes,2,0-1 Miles,North America,72,Yes,Old Age,Average Income
14872,Married,Male,30000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,32,No,Young Age,Low Income
16151,Married,Female,60000,1,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,Yes,Middle Age,Average Income
19731,Married,Male,80000,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,68,No,Old Age,Average Income
23801,Married,Female,20000,2,Partial High School,Clerical,Yes,2,0-1 Miles,North America,49,No,Middle Age,Low Income
11807,Married,Male,70000,3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,No,Young Age,Average Income
11622,Married,Male,50000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,32,No,Young Age,Low Income
26597,Single,Female,60000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,No,Middle Age,Average Income
27074,Married,Female,70000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,Yes,Young Age,Average Income
19228,Married,Female,40000,2,Partial College,Clerical,Yes,1,0-1 Miles,North America,48,No,Middle Age,Low Income
13415,Single,Male,100000,1,Graduate Degree,Management,Yes,3,2-5 Miles,North America,73,Yes,Old Age,Average Income
17000,Single,Female,70000,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,43,Yes,Middle Age,Average Income
14569,Married,Male,60000,1,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,No,Young Age,Average Income
13873,Married,Male,70000,3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Yes,Young Age,Average Income
20401,Married,Female,50000,4,Bachelors,Management,Yes,2,1-2 Miles,North America,64,Yes,Old Age,Low Income
21583,Married,Female,50000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,Yes,Young Age,Low Income
12029,Married,Male,30000,0,Partial High School,Clerical,No,2,0-1 Miles,North America,28,No,Young Age,Low Income
18066,Single,Male,70000,5,Bachelors,Management,Yes,3,10+ Miles,North America,60,Yes,Middle Age,Average Income
28192,Married,Female,70000,5,Graduate Degree,Professional,Yes,3,10+ Miles,North America,46,No,Middle Age,Average Income
16122,Married,Male,40000,4,High School,Skilled Manual,Yes,2,0-1 Miles,North America,44,Yes,Middle Age,Low Income
18607,Single,Female,60000,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,42,Yes,Middle Age,Average Income
28858,Single,Male,80000,3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,40,No,Middle Age,Average Income
14432,Single,Male,90000,4,Graduate Degree,Management,Yes,1,5-10 Miles,North America,73,No,Old Age,Average Income
26305,Single,Female,60000,2,Bachelors,Skilled Manual,No,0,0-1 Miles,North America,36,Yes,Middle Age,Average Income
22050,Single,Male,90000,4,Bachelors,Management,Yes,1,1-2 Miles,North America,38,Yes,Middle Age,Average Income
25394,Married,Male,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Yes,Young Age,Average Income
19747,Married,Male,50000,4,Bachelors,Management,Yes,2,10+ Miles,North America,63,No,Old Age,Low Income
23195,Single,Male,50000,3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Yes,Middle Age,Low Income
21695,Married,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,39,Yes,Middle Age,Average Income
13934,Married,Male,40000,4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,46,No,Middle Age,Low Income
13337,Married,Female,80000,5,Bachelors,Management,Yes,2,5-10 Miles,North America,64,No,Old Age,Average Income
27190,Married,Female,40000,3,Partial College,Clerical,Yes,1,1-2 Miles,North America,32,No,Young Age,Low Income
28657,Single,Male,60000,2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,36,Yes,Middle Age,Average Income
21713,Single,Male,80000,5,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,No,Middle Age,Average Income
21752,Married,Male,60000,3,Graduate Degree,Management,Yes,2,10+ Miles,North America,64,No,Old Age,Average Income
27273,Single,Male,70000,3,Graduate Degree,Professional,No,0,0-1 Miles,North America,35,Yes,Young Age,Average Income
22719,Single,Male,110000,3,Bachelors,Management,Yes,4,2-5 Miles,North America,40,Yes,Middle Age,High Income
22042,Married,Female,70000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,34,Yes,Young Age,Average Income
21451,Married,Female,40000,4,High School,Professional,Yes,2,10+ Miles,North America,61,No,Old Age,Low Income
20754,Married,Male,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,51,No,Middle Age,Low Income
12153,Single,Female,70000,3,Partial College,Professional,Yes,1,5-10 Miles,North America,49,Yes,Middle Age,Average Income
16895,Married,Female,40000,3,Partial College,Professional,No,2,1-2 Miles,North America,54,Yes,Middle Age,Low Income
26728,Single,Male,70000,3,Graduate Degree,Management,No,2,1-2 Miles,North America,53,Yes,Middle Age,Average Income
11090,Single,Male,90000,2,Partial College,Professional,Yes,1,2-5 Miles,North America,48,Yes,Middle Age,Average Income
15862,Single,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Yes,Young Age,Low Income
26495,Single,Female,40000,2,High School,Professional,Yes,2,10+ Miles,North America,57,No,Middle Age,Low Income
11823,Married,Female,70000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,39,No,Middle Age,Average Income
23449,Married,Male,60000,2,High School,Professional,Yes,2,5-10 Miles,North America,48,No,Middle Age,Average Income
23459,Married,Male,60000,2,High School,Professional,Yes,2,5-10 Miles,North America,50,No,Middle Age,Average Income
19543,Married,Male,70000,5,Graduate Degree,Professional,No,3,10+ Miles,North America,47,No,Middle Age,Average Income
14914,Married,Female,40000,1,Partial College,Clerical,Yes,1,1-2 Miles,North America,49,Yes,Middle Age,Low Income
12033,Single,Female,40000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,27,Yes,Young Age,Low Income
11941,Single,Male,60000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,29,No,Young Age,Average Income
14389,Married,Male,60000,2,Bachelors,Management,Yes,0,2-5 Miles,North America,59,No,Middle Age,Average Income
18050,Married,Female,60000,1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,45,Yes,Middle Age,Average Income
19856,Married,Female,60000,4,Bachelors,Management,Yes,2,2-5 Miles,North America,60,No,Middle Age,Average Income
11663,Married,Male,70000,4,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,36,Yes,Middle Age,Average Income
27740,Married,Female,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,No,Young Age,Low Income
23455,Single,Male,80000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,50,No,Middle Age,Average Income
15292,Single,Female,60000,1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,35,No,Young Age,Average Income
21587,Married,Female,60000,1,Graduate Degree,Skilled Manual,Yes,0,2-5 Miles,North America,34,Yes,Young Age,Average Income
23513,Married,Female,40000,3,Partial College,Professional,Yes,2,5-10 Miles,North America,54,No,Middle Age,Low Income
24322,Married,Female,60000,4,Bachelors,Skilled Manual,Yes,2,0-1 Miles,North America,42,No,Middle Age,Average Income
26298,Married,Female,50000,1,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,34,Yes,Young Age,Low Income
25419,Single,Male,50000,2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,38,Yes,Middle Age,Low Income
13343,Married,Female,90000,5,Bachelors,Management,Yes,2,1-2 Miles,North America,63,Yes,Old Age,Average Income
11303,Single,Female,90000,4,High School,Professional,No,3,1-2 Miles,North America,45,Yes,Middle Age,Average Income
21693,Single,Female,60000,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,40,No,Middle Age,Average Income
28056,Married,Male,70000,2,Partial High School,Skilled Manual,Yes,2,10+ Miles,North America,53,No,Middle Age,Average Income
11788,Single,Female,70000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,No,Young Age,Average Income
22296,Married,Female,70000,0,Bachelors,Professional,No,1,0-1 Miles,North America,38,No,Middle Age,Average Income
15319,Married,Female,70000,4,Bachelors,Management,No,1,1-2 Miles,North America,59,No,Middle Age,Average Income
17654,Single,Female,40000,3,Partial College,Clerical,Yes,1,1-2 Miles,North America,30,Yes,Young Age,Low Income
14662,Married,Male,60000,1,Bachelors,Professional,Yes,1,0-1 Miles,North America,48,Yes,Middle Age,Average Income
17541,Married,Female,40000,4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,43,No,Middle Age,Low Income
13886,Married,Female,70000,4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Yes,Young Age,Average Income
13073,Married,Female,60000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,30,No,Young Age,Average Income
21940,Married,Male,90000,5,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,47,Yes,Middle Age,Average Income
20196,Married,Male,60000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,Yes,Middle Age,Average Income
23491,Single,Male,100000,0,Partial College,Professional,No,4,1-2 Miles,North America,45,No,Middle Age,Average Income
16651,Married,Female,120000,2,Bachelors,Management,Yes,3,5-10 Miles,North America,62,No,Old Age,High Income
16813,Married,Male,60000,2,Partial College,Professional,Yes,2,10+ Miles,North America,55,No,Middle Age,Average Income
16007,Married,Female,90000,5,Bachelors,Management,Yes,2,1-2 Miles,North America,66,Yes,Old Age,Average Income
27434,Single,Male,70000,4,Partial College,Professional,Yes,1,10+ Miles,North America,56,No,Middle Age,Average Income
27756,Single,Female,50000,3,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,40,No,Middle Age,Low Income
23818,Married,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Yes,Young Age,Low Income
19012,Married,Male,80000,3,Bachelors,Management,Yes,1,1-2 Miles,North America,56,No,Middle Age,Average Income
18329,Single,Male,30000,0,Partial High School,Clerical,No,2,5-10 Miles,North America,27,No,Young Age,Low Income
29037,Married,Male,60000,0,Graduate Degree,Professional,No,0,0-1 Miles,North America,39,No,Middle Age,Average Income
26576,Married,Female,60000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,31,No,Young Age,Average Income
12192,Single,Female,60000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,51,No,Middle Age,Average Income
14887,Married,Female,30000,1,High School,Clerical,Yes,1,5-10 Miles,North America,52,No,Middle Age,Low Income
